,workerid,dependency_length,item_type,lexicalization,order,response,sentence,sentence_id,structure
11728,299,,filler_bad,NA,40,0,Why the waiter spilled was everyone the coffee laughing?,2031,
11729,299,long,acceptability,15,41,0,What did Rachel discuss the claim that the photographer lost during the trip?,1151,island
11730,299,,filler_bad,NA,42,0,Who did the rumor that dancing liked nobody believe?,2017,
11731,299,,filler_good,NA,43,1,Who did the coach choose as captain?,2015,
11732,299,long,acceptability,24,44,0,What did Jason claim that the committee rejected without review?,1243,nonisland
11733,299,,filler_bad,NA,45,0,What the letter that important very was mailed nobody did?,2028,
11734,299,,filler_good,NA,46,1,Which movie did Carla watch on Friday?,2009,
11735,299,short,acceptability,17,47,1,Who discussed the claim that the secretary sent the report to the wrong department?,1172,island
11736,299,,filler_good,NA,48,1,Whose jacket did Alex find in the library?,2011,
11737,299,,filler_bad,NA,49,0,What the tourists taking photos were of shouting did confuse?,2018,
11738,299,short,acceptability,9,50,1,Who discussed the claim that the nurse gave the wrong medication to a patient?,1092,island
11739,299,,filler_bad,NA,51,0,Why did raining was when the kids outside played?,2022,
11740,299,,filler_good,NA,52,1,Which cookies did the baker put on the tray?,2014,
11741,299,long,acceptability,12,53,0,What did the manager discuss the claim that the café overcharged for coffee?,1121,island
11742,299,,filler_bad,NA,54,0,What did the neighbor that barking dog kept complain about nobody?,2020,
11743,299,,filler_bad,NA,55,0,Why the pilot said turbulence during was everyone panicking?,2024,
11744,299,short,acceptability,11,56,1,Who claimed that the gardener planted flowers near the fence?,1114,nonisland
11745,299,,filler_good,NA,57,1,Which book did Maya finish last night?,2003,
11746,299,,filler_good,NA,58,1,Where did the hikers set up their tent?,2010,
11747,299,long,acceptability,8,59,0,What did Liam claim that the bus driver skipped during the morning route?,1083,nonisland
11748,299,,filler_good,NA,60,1,What did the mechanic replace in the engine?,2008,
11749,299,,filler_good,NA,61,1,Which picture did the curator hang in the gallery?,2006,
11750,299,long,acceptability,18,62,1,What did Ben claim that the delivery driver dropped on the street?,1183,nonisland
11751,299,,filler_good,NA,63,1,When did the train leave the station?,2013,
11752,299,,filler_good,NA,64,1,Where did the children hide the treasure?,2004,
11753,299,long,acceptability,7,65,0,What did Nora discuss the claim that the scientist discovered in the final experiment?,1071,island
11754,299,,filler_bad,NA,66,0,Who the manager said forgot did the keys actually?,2030,
11755,299,,filler_bad,NA,67,0,When the cat jumped that scared loudly the child was?,2019,
11756,299,short,acceptability,21,68,1,Who discussed the claim that the chef burned the steak during the dinner service?,1212,island
11757,299,,filler_good,NA,69,1,Who did Liam invite to the picnic?,2002,
11758,299,,filler_bad,NA,70,0,Which song that the band to rehearsed never finished was?,2032,
11759,299,short,acceptability,19,71,1,Who claimed that the company released the new software ahead of schedule?,1194,nonisland
11760,299,,filler_bad,NA,72,0,What did seem the girl that crying was in the hallway?,2029,
11761,132,,filler_good,NA,25,1,When did the train leave the station?,2013,
11762,132,short,acceptability,6,26,0.99,Who claimed that the babysitter forgot to pick up the children after school?,1064,nonisland
11763,132,,filler_good,NA,27,1,Where did the neighbors see the comet last night?,2007,
11764,132,,filler_bad,NA,28,0,Where the suitcase that broken handle had left was did you?,2027,
11765,132,short,acceptability,1,29,1,Who discussed the claim that the bakery shop would serve donuts tomorrow?,1012,island
11766,132,,filler_bad,NA,30,0,Why the waiter spilled was everyone the coffee laughing?,2031,
11767,132,,filler_bad,NA,31,0,What did seem the girl that crying was in the hallway?,2029,
11768,132,long,acceptability,3,32,0,What did David claim that the airline canceled?,1033,nonisland
11769,132,,filler_good,NA,33,1,Whose jacket did Alex find in the library?,2011,
11770,132,,filler_bad,NA,34,0,Who did the rumor that dancing liked nobody believe?,2017,
11771,132,long,acceptability,19,35,0,What did Megan discuss the claim that the company released ahead of schedule?,1191,island
11772,132,,filler_good,NA,36,0.99,Where did the children hide the treasure?,2004,
11773,132,,filler_good,NA,37,1,Which cookies did the baker put on the tray?,2014,
11774,132,short,acceptability,9,38,1,Who discussed the claim that the nurse gave the wrong medication to a patient?,1092,island
11775,132,,filler_bad,NA,39,0,Why the pilot said turbulence during was everyone panicking?,2024,
11776,132,,filler_bad,NA,40,0,What the tourists taking photos were of shouting did confuse?,2018,
11777,132,short,acceptability,11,41,1,Who claimed that the gardener planted flowers near the fence?,1114,nonisland
11778,132,,filler_good,NA,42,1,What did the mechanic replace in the engine?,2008,
11779,132,,filler_good,NA,43,1,Which book did Maya finish last night?,2003,
11780,132,long,acceptability,14,44,0,What did Kevin discuss the claim that the chef added to the soup by mistake?,1141,island
11781,132,,filler_bad,NA,45,0,Why did raining was when the kids outside played?,2022,
11782,132,,filler_good,NA,46,1,What did the barista spill on the counter?,2005,
11783,132,long,acceptability,12,47,0,What did the manager claim that the café overcharged for coffee?,1123,nonisland
11784,132,,filler_bad,NA,48,0,Who the doctor that nervous looked yesterday treated did?,2021,
11785,132,,filler_bad,NA,49,0,Which restaurant the friends to last summer went closing is now did?,2025,
11786,132,long,acceptability,24,50,0,What did Jason discuss the claim that the committee rejected without review?,1241,island
11787,132,,filler_bad,NA,51,0,What the letter that important very was mailed nobody did?,2028,
11788,132,,filler_good,NA,52,1,Who did the coach choose as captain?,2015,
11789,132,short,acceptability,10,53,1,Who claimed that the museum restored the painting?,1104,nonisland
11790,132,,filler_bad,NA,54,0,What did the neighbor that barking dog kept complain about nobody?,2020,
11791,132,,filler_good,NA,55,1,Who did Liam invite to the picnic?,2002,
11792,132,long,acceptability,17,56,0,What did Olivia claim that the secretary sent to the wrong department?,1173,nonisland
11793,132,,filler_bad,NA,57,0,When the cat jumped that scared loudly the child was?,2019,
11794,132,,filler_good,NA,58,1,Which picture did the curator hang in the gallery?,2006,
11795,132,short,acceptability,22,59,1,Who discussed the claim that the scientist developed a vaccine in the new lab?,1222,island
11796,132,,filler_good,NA,60,1,Which song did the band play as an encore?,2012,
11797,132,,filler_good,NA,61,1,What did Wendy bake for the party?,2001,
11798,132,short,acceptability,18,62,1,Who claimed that the delivery driver dropped the package on the street?,1184,nonisland
11799,132,,filler_good,NA,63,1,Which movie did Carla watch on Friday?,2009,
11800,132,,filler_good,NA,64,1,Where did the hikers set up their tent?,2010,
11801,132,short,acceptability,15,65,1,Who discussed the claim that the photographer lost the camera during the trip?,1152,island
11802,132,,filler_bad,NA,66,0,Which song that the band to rehearsed never finished was?,2032,
11803,132,,filler_bad,NA,67,0,Who the bride during crying was the ceremony guests smiling did?,2026,
11804,132,long,acceptability,8,68,0,What did Liam discuss the claim that the bus driver skipped during the morning route?,1081,island
11805,132,,filler_bad,NA,69,0,Who did the chair that broken completely sat on the chair?,2023,
11806,132,,filler_bad,NA,70,0,Who the manager said forgot did the keys actually?,2030,
11807,132,long,acceptability,16,71,1,What did Thomas claim that the author deleted from the final draft?,1163,nonisland
11808,132,,filler_good,NA,72,1,What did the cat knock off the shelf?,2016,
11809,56,,filler_good,NA,25,1,Which book did Maya finish last night?,2003,
11810,56,long,acceptability,21,26,0.21,What did Chloe discuss the claim that the chef burned during the dinner service?,1211,island
11811,56,,filler_bad,NA,27,0,Who the doctor that nervous looked yesterday treated did?,2021,
11812,56,,filler_good,NA,28,1,Which song did the band play as an encore?,2012,
11813,56,short,acceptability,24,29,0.82,Who discussed the claim that the committee rejected the proposal without review?,1242,island
11814,56,,filler_bad,NA,30,0.06,When the cat jumped that scared loudly the child was?,2019,
11815,56,,filler_good,NA,31,1,What did the barista spill on the counter?,2005,
11816,56,long,acceptability,2,32,0.89,What did Katie claim that the cat knocked over?,1023,nonisland
11817,56,,filler_bad,NA,33,0.01,What did the neighbor that barking dog kept complain about nobody?,2020,
11818,56,,filler_good,NA,34,1,Which cookies did the baker put on the tray?,2014,
11819,56,short,acceptability,14,35,0.86,Who claimed that the chef added too much salt to the soup by mistake?,1144,nonisland
11820,56,,filler_bad,NA,36,0,Who the manager said forgot did the keys actually?,2030,
11821,56,,filler_good,NA,37,1,Which picture did the curator hang in the gallery?,2006,
11822,56,long,acceptability,1,38,0.05,What did John discuss the claim that the bakery shop would serve tomorrow?,1011,island
11823,56,,filler_good,NA,39,1,Where did the hikers set up their tent?,2010,
11824,56,,filler_good,NA,40,0.93,Where did the neighbors see the comet last night?,2007,
11825,56,short,acceptability,20,41,0.82,Who claimed that the plumber fixed the leak before the inspection?,1204,nonisland
11826,56,,filler_bad,NA,42,0,What the letter that important very was mailed nobody did?,2028,
11827,56,,filler_bad,NA,43,0,Who the bride during crying was the ceremony guests smiling did?,2026,
11828,56,short,acceptability,6,44,0.96,Who discussed the claim that the babysitter forgot to pick up the children after school?,1062,island
11829,56,,filler_bad,NA,45,0,Why the pilot said turbulence during was everyone panicking?,2024,
11830,56,,filler_bad,NA,46,0,Where the suitcase that broken handle had left was did you?,2027,
11831,56,long,acceptability,7,47,0.85,What did Nora claim that the scientist discovered in the final experiment?,1073,nonisland
11832,56,,filler_good,NA,48,1,Which movie did Carla watch on Friday?,2009,
11833,56,,filler_bad,NA,49,0,Why the waiter spilled was everyone the coffee laughing?,2031,
11834,56,short,acceptability,11,50,0.97,Who claimed that the gardener planted flowers near the fence?,1114,nonisland
11835,56,,filler_bad,NA,51,0.08,Which restaurant the friends to last summer went closing is now did?,2025,
11836,56,,filler_bad,NA,52,0,Who did the rumor that dancing liked nobody believe?,2017,
11837,56,short,acceptability,9,53,0.9,Who discussed the claim that the nurse gave the wrong medication to a patient?,1092,island
11838,56,,filler_good,NA,54,1,What did Wendy bake for the party?,2001,
11839,56,,filler_good,NA,55,1,Where did the children hide the treasure?,2004,
11840,56,long,acceptability,15,56,0.31,What did Rachel discuss the claim that the photographer lost during the trip?,1151,island
11841,56,,filler_bad,NA,57,0.08,What the tourists taking photos were of shouting did confuse?,2018,
11842,56,,filler_good,NA,58,1,Who did Liam invite to the picnic?,2002,
11843,56,long,acceptability,19,59,0.69,What did Megan claim that the company released ahead of schedule?,1193,nonisland
11844,56,,filler_good,NA,60,1,When did the train leave the station?,2013,
11845,56,,filler_bad,NA,61,0.04,Who did the chair that broken completely sat on the chair?,2023,
11846,56,long,acceptability,4,62,0.86,What did Michael claim that the mechanic fixed after the accident?,1043,nonisland
11847,56,,filler_bad,NA,63,0,Why did raining was when the kids outside played?,2022,
11848,56,,filler_good,NA,64,1,Whose jacket did Alex find in the library?,2011,
11849,56,long,acceptability,8,65,0.06,What did Liam discuss the claim that the bus driver skipped during the morning route?,1081,island
11850,56,,filler_good,NA,66,0.96,What did the mechanic replace in the engine?,2008,
11851,56,,filler_good,NA,67,1,What did the cat knock off the shelf?,2016,
11852,56,short,acceptability,22,68,0.92,Who claimed that the scientist developed a vaccine in the new lab?,1224,nonisland
11853,56,,filler_good,NA,69,1,Who did the coach choose as captain?,2015,
11854,56,,filler_bad,NA,70,0.1,Which song that the band to rehearsed never finished was?,2032,
11855,56,short,acceptability,12,71,0.91,Who discussed the claim that the café overcharged the customer for coffee?,1122,island
11856,56,,filler_bad,NA,72,0,What did seem the girl that crying was in the hallway?,2029,
11857,244,,filler_good,NA,25,1,Which song did the band play as an encore?,2012,
11858,244,long,acceptability,19,26,0.33,What did Megan discuss the claim that the company released ahead of schedule?,1191,island
11859,244,,filler_bad,NA,27,0,What the letter that important very was mailed nobody did?,2028,
11860,244,,filler_bad,NA,28,0,Who the bride during crying was the ceremony guests smiling did?,2026,
11861,244,short,acceptability,21,29,0.74,Who discussed the claim that the chef burned the steak during the dinner service?,1212,island
11862,244,,filler_good,NA,30,1,When did the train leave the station?,2013,
11863,244,,filler_good,NA,31,1,What did the mechanic replace in the engine?,2008,
11864,244,long,acceptability,14,32,0.73,What did Kevin claim that the chef added to the soup by mistake?,1143,nonisland
11865,244,,filler_bad,NA,33,0.11,Who did the chair that broken completely sat on the chair?,2023,
11866,244,,filler_bad,NA,34,0,Why did raining was when the kids outside played?,2022,
11867,244,short,acceptability,13,35,1,Who claimed that the reporter misquoted the politician in the article?,1134,nonisland
11868,244,,filler_good,NA,36,1,Who did the coach choose as captain?,2015,
11869,244,,filler_good,NA,37,1,Which cookies did the baker put on the tray?,2014,
11870,244,long,acceptability,3,38,0.81,What did David claim that the airline canceled?,1033,nonisland
11871,244,,filler_bad,NA,39,0,Which restaurant the friends to last summer went closing is now did?,2025,
11872,244,,filler_bad,NA,40,0,When the cat jumped that scared loudly the child was?,2019,
11873,244,short,acceptability,1,41,0.91,Who claimed that the bakery shop would serve donuts tomorrow?,1014,nonisland
11874,244,,filler_good,NA,42,1,Who did Liam invite to the picnic?,2002,
11875,244,,filler_bad,NA,43,0.1,Why the pilot said turbulence during was everyone panicking?,2024,
11876,244,short,acceptability,2,44,0.89,Who discussed the claim that the cat knocked over the vase?,1022,island
11877,244,,filler_good,NA,45,1,Where did the neighbors see the comet last night?,2007,
11878,244,,filler_good,NA,46,1,What did the barista spill on the counter?,2005,
11879,244,long,acceptability,6,47,0.26,What did Julia discuss the claim that the babysitter forgot to pick up after school?,1061,island
11880,244,,filler_bad,NA,48,0.11,What did the neighbor that barking dog kept complain about nobody?,2020,
11881,244,,filler_good,NA,49,1,Which movie did Carla watch on Friday?,2009,
11882,244,long,acceptability,5,50,0.55,What did Emma discuss the claim that the neighbor played after midnight?,1051,island
11883,244,,filler_good,NA,51,1,Where did the children hide the treasure?,2004,
11884,244,,filler_bad,NA,52,0.08,Why the waiter spilled was everyone the coffee laughing?,2031,
11885,244,short,acceptability,17,53,1,Who discussed the claim that the secretary sent the report to the wrong department?,1172,island
11886,244,,filler_bad,NA,54,0.04,Who the manager said forgot did the keys actually?,2030,
11887,244,,filler_good,NA,55,1,Which picture did the curator hang in the gallery?,2006,
11888,244,long,acceptability,24,56,0.89,What did Jason claim that the committee rejected without review?,1243,nonisland
11889,244,,filler_bad,NA,57,0.11,Who did the rumor that dancing liked nobody believe?,2017,
11890,244,,filler_good,NA,58,0.83,Whose jacket did Alex find in the library?,2011,
11891,244,short,acceptability,23,59,1,Who claimed that the lawyer filed the report too late?,1234,nonisland
11892,244,,filler_bad,NA,60,0.04,What did seem the girl that crying was in the hallway?,2029,
11893,244,,filler_bad,NA,61,0,Who the doctor that nervous looked yesterday treated did?,2021,
11894,244,long,acceptability,12,62,0.19,What did the manager discuss the claim that the café overcharged for coffee?,1121,island
11895,244,,filler_bad,NA,63,0.04,Where the suitcase that broken handle had left was did you?,2027,
11896,244,,filler_good,NA,64,1,Where did the hikers set up their tent?,2010,
11897,244,short,acceptability,11,65,0.95,Who claimed that the gardener planted flowers near the fence?,1114,nonisland
11898,244,,filler_bad,NA,66,0.02,Which song that the band to rehearsed never finished was?,2032,
11899,244,,filler_good,NA,67,1,What did Wendy bake for the party?,2001,
11900,244,long,acceptability,22,68,1,What did Ethan claim that the scientist developed in the new lab?,1223,nonisland
11901,244,,filler_good,NA,69,1,Which book did Maya finish last night?,2003,
11902,244,,filler_bad,NA,70,0.14,What the tourists taking photos were of shouting did confuse?,2018,
11903,244,short,acceptability,15,71,0.91,Who discussed the claim that the photographer lost the camera during the trip?,1152,island
11904,244,,filler_good,NA,72,1,What did the cat knock off the shelf?,2016,
11905,118,,filler_good,NA,25,1,Which song did the band play as an encore?,2012,
11906,118,short,acceptability,22,26,0.96,Who discussed the claim that the scientist developed a vaccine in the new lab?,1222,island
11907,118,,filler_good,NA,27,0.99,What did the cat knock off the shelf?,2016,
11908,118,,filler_bad,NA,28,0.04,Why the pilot said turbulence during was everyone panicking?,2024,
11909,118,long,acceptability,1,29,0.9,What did John claim that the bakery shop would serve tomorrow?,1013,nonisland
11910,118,,filler_bad,NA,30,0,Which restaurant the friends to last summer went closing is now did?,2025,
11911,118,,filler_bad,NA,31,0,What the tourists taking photos were of shouting did confuse?,2018,
11912,118,short,acceptability,19,32,0.98,Who claimed that the company released the new software ahead of schedule?,1194,nonisland
11913,118,,filler_good,NA,33,1,Which movie did Carla watch on Friday?,2009,
11914,118,,filler_good,NA,34,1,Who did the coach choose as captain?,2015,
11915,118,long,acceptability,12,35,0.1,What did the manager discuss the claim that the café overcharged for coffee?,1121,island
11916,118,,filler_bad,NA,36,0,Who the doctor that nervous looked yesterday treated did?,2021,
11917,118,,filler_bad,NA,37,0.02,What did seem the girl that crying was in the hallway?,2029,
11918,118,long,acceptability,20,38,1,What did the landlord claim that the plumber fixed before the inspection?,1203,nonisland
11919,118,,filler_good,NA,39,1,Whose jacket did Alex find in the library?,2011,
11920,118,,filler_good,NA,40,1,When did the train leave the station?,2013,
11921,118,long,acceptability,21,41,0.05,What did Chloe discuss the claim that the chef burned during the dinner service?,1211,island
11922,118,,filler_good,NA,42,1,Which cookies did the baker put on the tray?,2014,
11923,118,,filler_good,NA,43,1,Who did Liam invite to the picnic?,2002,
11924,118,short,acceptability,17,44,1,Who discussed the claim that the secretary sent the report to the wrong department?,1172,island
11925,118,,filler_bad,NA,45,0,Which song that the band to rehearsed never finished was?,2032,
11926,118,,filler_bad,NA,46,0,Who did the chair that broken completely sat on the chair?,2023,
11927,118,short,acceptability,2,47,1,Who claimed that the cat knocked over the vase?,1024,nonisland
11928,118,,filler_bad,NA,48,0.01,Who did the rumor that dancing liked nobody believe?,2017,
11929,118,,filler_bad,NA,49,0,Why did raining was when the kids outside played?,2022,
11930,118,long,acceptability,16,50,0.04,What did Thomas discuss the claim that the author deleted from the final draft?,1161,island
11931,118,,filler_good,NA,51,1,Where did the children hide the treasure?,2004,
11932,118,,filler_bad,NA,52,0.01,Why the waiter spilled was everyone the coffee laughing?,2031,
11933,118,short,acceptability,15,53,1,Who claimed that the photographer lost the camera during the trip?,1154,nonisland
11934,118,,filler_good,NA,54,1,What did Wendy bake for the party?,2001,
11935,118,,filler_good,NA,55,1,What did the mechanic replace in the engine?,2008,
11936,118,short,acceptability,24,56,1,Who discussed the claim that the committee rejected the proposal without review?,1242,island
11937,118,,filler_good,NA,57,1,Where did the hikers set up their tent?,2010,
11938,118,,filler_bad,NA,58,0,When the cat jumped that scared loudly the child was?,2019,
11939,118,long,acceptability,8,59,0.1,What did Liam claim that the bus driver skipped during the morning route?,1083,nonisland
11940,118,,filler_bad,NA,60,0,What did the neighbor that barking dog kept complain about nobody?,2020,
11941,118,,filler_good,NA,61,0.94,Which book did Maya finish last night?,2003,
11942,118,long,acceptability,4,62,0.03,What did Michael discuss the claim that the mechanic fixed after the accident?,1041,island
11943,118,,filler_good,NA,63,1,Which picture did the curator hang in the gallery?,2006,
11944,118,,filler_good,NA,64,1,What did the barista spill on the counter?,2005,
11945,118,short,acceptability,7,65,1,Who discussed the claim that the scientist discovered an error in the final experiment?,1072,island
11946,118,,filler_bad,NA,66,0,Where the suitcase that broken handle had left was did you?,2027,
11947,118,,filler_bad,NA,67,0,What the letter that important very was mailed nobody did?,2028,
11948,118,long,acceptability,23,68,0.91,What did Hannah claim that the lawyer filed too late?,1233,nonisland
11949,118,,filler_bad,NA,69,0,Who the manager said forgot did the keys actually?,2030,
11950,118,,filler_good,NA,70,1,Where did the neighbors see the comet last night?,2007,
11951,118,short,acceptability,11,71,1,Who claimed that the gardener planted flowers near the fence?,1114,nonisland
11952,118,,filler_bad,NA,72,0,Who the bride during crying was the ceremony guests smiling did?,2026,
11953,126,,filler_good,NA,25,0.99,Which cookies did the baker put on the tray?,2014,
11954,126,short,acceptability,23,26,1,Who discussed the claim that the lawyer filed the report too late?,1232,island
11955,126,,filler_bad,NA,27,0.01,Which restaurant the friends to last summer went closing is now did?,2025,
11956,126,,filler_good,NA,28,1,Who did the coach choose as captain?,2015,
11957,126,long,acceptability,21,29,1,What did Chloe claim that the chef burned during the dinner service?,1213,nonisland
11958,126,,filler_good,NA,30,0.98,Who did Liam invite to the picnic?,2002,
11959,126,,filler_good,NA,31,0.98,Which book did Maya finish last night?,2003,
11960,126,short,acceptability,24,32,0.98,Who claimed that the committee rejected the proposal without review?,1244,nonisland
11961,126,,filler_bad,NA,33,0.02,Why did raining was when the kids outside played?,2022,
11962,126,,filler_bad,NA,34,0.02,Who the bride during crying was the ceremony guests smiling did?,2026,
11963,126,long,acceptability,18,35,0.01,What did Ben discuss the claim that the delivery driver dropped on the street?,1181,island
11964,126,,filler_bad,NA,36,0.01,Who the manager said forgot did the keys actually?,2030,
11965,126,,filler_bad,NA,37,0.01,Why the pilot said turbulence during was everyone panicking?,2024,
11966,126,short,acceptability,10,38,1,Who discussed the claim that the museum restored the painting?,1102,island
11967,126,,filler_bad,NA,39,0.01,What the tourists taking photos were of shouting did confuse?,2018,
11968,126,,filler_good,NA,40,1,When did the train leave the station?,2013,
11969,126,long,acceptability,20,41,0.98,What did the landlord claim that the plumber fixed before the inspection?,1203,nonisland
11970,126,,filler_bad,NA,42,0.02,What did seem the girl that crying was in the hallway?,2029,
11971,126,,filler_good,NA,43,1,What did the mechanic replace in the engine?,2008,
11972,126,long,acceptability,13,44,0.02,What did Laura discuss the claim that the reporter misquoted in the article?,1131,island
11973,126,,filler_good,NA,45,0.99,Where did the hikers set up their tent?,2010,
11974,126,,filler_good,NA,46,0.99,Which movie did Carla watch on Friday?,2009,
11975,126,short,acceptability,17,47,0.99,Who claimed that the secretary sent the report to the wrong department?,1174,nonisland
11976,126,,filler_bad,NA,48,0.02,Why the waiter spilled was everyone the coffee laughing?,2031,
11977,126,,filler_bad,NA,49,0.02,Which song that the band to rehearsed never finished was?,2032,
11978,126,short,acceptability,3,50,0.97,Who claimed that the airline canceled the morning flight to Chicago?,1034,nonisland
11979,126,,filler_bad,NA,51,0.01,Where the suitcase that broken handle had left was did you?,2027,
11980,126,,filler_good,NA,52,0.97,Which song did the band play as an encore?,2012,
11981,126,long,acceptability,8,53,0.97,What did Liam claim that the bus driver skipped during the morning route?,1083,nonisland
11982,126,,filler_bad,NA,54,0.02,What the letter that important very was mailed nobody did?,2028,
11983,126,,filler_good,NA,55,1,What did the cat knock off the shelf?,2016,
11984,126,short,acceptability,6,56,0.99,Who discussed the claim that the babysitter forgot to pick up the children after school?,1062,island
11985,126,,filler_good,NA,57,1,Where did the children hide the treasure?,2004,
11986,126,,filler_bad,NA,58,0,Who did the rumor that dancing liked nobody believe?,2017,
11987,126,long,acceptability,19,59,0.21,What did Megan discuss the claim that the company released ahead of schedule?,1191,island
11988,126,,filler_good,NA,60,0.98,Whose jacket did Alex find in the library?,2011,
11989,126,,filler_good,NA,61,0.98,Which picture did the curator hang in the gallery?,2006,
11990,126,short,acceptability,22,62,1,Who claimed that the scientist developed a vaccine in the new lab?,1224,nonisland
11991,126,,filler_bad,NA,63,0,When the cat jumped that scared loudly the child was?,2019,
11992,126,,filler_good,NA,64,0.99,Where did the neighbors see the comet last night?,2007,
11993,126,long,acceptability,7,65,0,What did Nora discuss the claim that the scientist discovered in the final experiment?,1071,island
11994,126,,filler_bad,NA,66,0.02,What did the neighbor that barking dog kept complain about nobody?,2020,
11995,126,,filler_good,NA,67,1,What did the barista spill on the counter?,2005,
11996,126,long,acceptability,4,68,0.98,What did Michael claim that the mechanic fixed after the accident?,1043,nonisland
11997,126,,filler_good,NA,69,0.98,What did Wendy bake for the party?,2001,
11998,126,,filler_bad,NA,70,0.02,Who did the chair that broken completely sat on the chair?,2023,
11999,126,short,acceptability,11,71,0.99,Who discussed the claim that the gardener planted flowers near the fence?,1112,island
12000,126,,filler_bad,NA,72,0,Who the doctor that nervous looked yesterday treated did?,2021,
12001,329,,filler_good,NA,25,0.97,What did the barista spill on the counter?,2005,
12002,329,short,acceptability,17,26,0.94,Who claimed that the secretary sent the report to the wrong department?,1174,nonisland
12003,329,,filler_bad,NA,27,0.01,Who the bride during crying was the ceremony guests smiling did?,2026,
12004,329,,filler_good,NA,28,0.99,What did the cat knock off the shelf?,2016,
12005,329,short,acceptability,14,29,0.98,Who discussed the claim that the chef added too much salt to the soup by mistake?,1142,island
12006,329,,filler_bad,NA,30,0.02,Who the manager said forgot did the keys actually?,2030,
12007,329,,filler_good,NA,31,0.96,What did the mechanic replace in the engine?,2008,
12008,329,long,acceptability,3,32,0.01,What did David discuss the claim that the airline canceled?,1031,island
12009,329,,filler_bad,NA,33,0.09,What did seem the girl that crying was in the hallway?,2029,
12010,329,,filler_bad,NA,34,0.05,Why the waiter spilled was everyone the coffee laughing?,2031,
12011,329,long,acceptability,9,35,0.93,What did Grace claim that the nurse gave to a patient?,1093,nonisland
12012,329,,filler_good,NA,36,0.96,Who did the coach choose as captain?,2015,
12013,329,,filler_bad,NA,37,0.04,Who the doctor that nervous looked yesterday treated did?,2021,
12014,329,short,acceptability,21,38,0.99,Who discussed the claim that the chef burned the steak during the dinner service?,1212,island
12015,329,,filler_good,NA,39,0.97,Who did Liam invite to the picnic?,2002,
12016,329,,filler_good,NA,40,1,When did the train leave the station?,2013,
12017,329,short,acceptability,18,41,0.96,Who claimed that the delivery driver dropped the package on the street?,1184,nonisland
12018,329,,filler_bad,NA,42,0,What the letter that important very was mailed nobody did?,2028,
12019,329,,filler_good,NA,43,0.99,Where did the neighbors see the comet last night?,2007,
12020,329,long,acceptability,16,44,0.3,What did Thomas discuss the claim that the author deleted from the final draft?,1161,island
12021,329,,filler_bad,NA,45,0.05,Who did the rumor that dancing liked nobody believe?,2017,
12022,329,,filler_good,NA,46,0.92,Which book did Maya finish last night?,2003,
12023,329,long,acceptability,10,47,0.97,What did the curator claim that the museum restored?,1103,nonisland
12024,329,,filler_bad,NA,48,0.02,What the tourists taking photos were of shouting did confuse?,2018,
12025,329,,filler_good,NA,49,0.96,Which movie did Carla watch on Friday?,2009,
12026,329,short,acceptability,20,50,0.99,Who discussed the claim that the plumber fixed the leak before the inspection?,1202,island
12027,329,,filler_bad,NA,51,0,When the cat jumped that scared loudly the child was?,2019,
12028,329,,filler_good,NA,52,0.99,Which picture did the curator hang in the gallery?,2006,
12029,329,short,acceptability,11,53,0.99,Who claimed that the gardener planted flowers near the fence?,1114,nonisland
12030,329,,filler_bad,NA,54,0.02,Why the pilot said turbulence during was everyone panicking?,2024,
12031,329,,filler_bad,NA,55,0.01,Where the suitcase that broken handle had left was did you?,2027,
12032,329,long,acceptability,7,56,0.99,What did Nora claim that the scientist discovered in the final experiment?,1073,nonisland
12033,329,,filler_good,NA,57,0.98,Where did the hikers set up their tent?,2010,
12034,329,,filler_good,NA,58,0.91,Which song did the band play as an encore?,2012,
12035,329,long,acceptability,23,59,0.03,What did Hannah discuss the claim that the lawyer filed too late?,1231,island
12036,329,,filler_bad,NA,60,0,Why did raining was when the kids outside played?,2022,
12037,329,,filler_good,NA,61,0.97,What did Wendy bake for the party?,2001,
12038,329,long,acceptability,6,62,0.04,What did Julia discuss the claim that the babysitter forgot to pick up after school?,1061,island
12039,329,,filler_bad,NA,63,0.07,What did the neighbor that barking dog kept complain about nobody?,2020,
12040,329,,filler_good,NA,64,0.98,Whose jacket did Alex find in the library?,2011,
12041,329,short,acceptability,2,65,0.97,Who claimed that the cat knocked over the vase?,1024,nonisland
12042,329,,filler_bad,NA,66,0.1,Who did the chair that broken completely sat on the chair?,2023,
12043,329,,filler_bad,NA,67,0.03,Which restaurant the friends to last summer went closing is now did?,2025,
12044,329,long,acceptability,4,68,0.98,What did Michael claim that the mechanic fixed after the accident?,1043,nonisland
12045,329,,filler_good,NA,69,0.94,Which cookies did the baker put on the tray?,2014,
12046,329,,filler_bad,NA,70,0.33,Which song that the band to rehearsed never finished was?,2032,
12047,329,short,acceptability,13,71,0.99,Who discussed the claim that the reporter misquoted the politician in the article?,1132,island
12048,329,,filler_good,NA,72,0.97,Where did the children hide the treasure?,2004,
12049,231,,filler_good,NA,25,0.89,Which movie did Carla watch on Friday?,2009,
12050,231,short,acceptability,17,26,0.93,Who discussed the claim that the secretary sent the report to the wrong department?,1172,island
12051,231,,filler_good,NA,27,0.97,Which song did the band play as an encore?,2012,
12052,231,,filler_bad,NA,28,0.04,Who the doctor that nervous looked yesterday treated did?,2021,
