,workerid,is_filler,lexicalization,order,polarity,question,response,sentence,sentence_id,structure,trial_type
5997,126,1,NA,90,base,Was there an old piano in the practice hall?,0.99,The musician tuned the old piano in the practice hall.,3018,,negation_post
5998,126,1,NA,92,negated,Were there confidential folders in the archive?,0.99,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
5999,126,0,2,94,base,Was there a claim that the cat knocked over the vase?,1,Katie discussed the claim that the cat knocked over the vase.,1025,,negation_post
6000,126,1,NA,96,base,Was there silver jewelry in the display case?,0.99,Maria polished the silver jewelry in the display case.,3021,,negation_post
6001,329,1,NA,2,negated,Were there plants on the balcony?,0.98,Anna didn't water the plants on the balcony.,3012,,negation_pre
6002,329,0,15,4,base,Was there a claim that the photographer lost the camera during the trip?,0.47,Rachel discussed the claim that the photographer lost the camera during the trip.,1155,,negation_pre
6003,329,1,NA,6,base,Were there fresh vegetables at the supermarket?,0.97,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
6004,329,1,NA,8,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
6005,329,0,24,10,negated,Was there a claim that the committee rejected the proposal without review?,0.98,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_pre
6006,329,1,NA,12,negated,Were there lecture slides online?,0.97,The professor didn't update the lecture slides online.,3016,,negation_pre
6007,329,1,NA,14,base,Was there a new schedule on the board?,0.98,The teacher posted the new schedule on the board.,3005,,negation_pre
6008,329,0,5,16,negated,Was there a claim that the neighbor played loud music after midnight?,0.99,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,,negation_pre
6009,329,1,NA,18,base,Was there an ancient statue?,0.95,Ben took pictures of the ancient statue.,3007,,negation_pre
6010,329,1,NA,20,negated,Was there a new history book in the library?,0.98,The student didn't read the new history book in the library.,3009,,negation_pre
6011,329,0,22,22,base,Was there a claim that the scientist developed a vaccine in the new lab?,0.96,Ethan discussed the claim that the scientist developed a vaccine in the new lab.,1225,,negation_pre
6012,329,1,NA,24,negated,Was there a rare bird near the lake?,0.95,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
6013,329,1,NA,74,base,Was there a heavy suitcase?,0.97,Christine bought the heavy suitcase.,3020,,negation_post
6014,329,0,1,76,negated,Was there a claim that the bakery shop would serve donuts tomorrow?,0.98,John didn’t discuss the claim that the bakery shop would serve donuts tomorrow.,1016,,negation_post
6015,329,1,NA,78,negated,Was there a practice field for the team?,0.97,The coach didn't reserve the practice field for the team.,3027,,negation_post
6016,329,1,NA,80,base,Was there an old piano in the practice hall?,0.9,The musician tuned the old piano in the practice hall.,3018,,negation_post
6017,329,0,12,82,base,Was there a claim that the café overcharged the customer for coffee?,0.99,The manager discussed the claim that the café overcharged the customer for coffee.,1125,,negation_post
6018,329,1,NA,84,negated,Was there silver jewelry in the display case?,0.96,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
6019,329,1,NA,86,negated,Were there confidential folders in the archive?,0.96,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
6020,329,0,19,88,negated,Was there a claim that the company released the new software ahead of schedule?,0.98,Megan didn’t discuss the claim that the company released the new software ahead of schedule.,1196,,negation_post
6021,329,1,NA,90,base,Was there a missing wallet under the table?,0.92,Frank found the missing wallet under the table.,3023,,negation_post
6022,329,1,NA,92,base,Were there returned packages at the counter?,0.97,The clerk sorted the returned packages at the counter.,3024,,negation_post
6023,329,0,8,94,base,Was there a claim that the bus driver skipped several stops during the morning route?,0.98,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,,negation_post
6024,329,1,NA,96,negated,Were there important documents in the office?,0.99,The journalist didn't review the important documents in the office.,3025,,negation_post
6025,231,1,NA,2,base,Were there fresh vegetables at the supermarket?,0.86,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
6026,231,0,11,4,base,Was there a claim that the gardener planted flowers near the fence?,0.92,Amy discussed the claim that the gardener planted flowers near the fence.,1115,,negation_pre
6027,231,1,NA,6,negated,Was there a rare bird near the lake?,0.96,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
6028,231,1,NA,8,negated,Were there lecture slides online?,0.85,The professor didn't update the lecture slides online.,3016,,negation_pre
6029,231,0,13,10,negated,Was there a claim that the reporter misquoted the politician in the article?,0.85,Laura didn’t discuss the claim that the reporter misquoted the politician in the article.,1136,,negation_pre
6030,231,1,NA,12,negated,Was there a new history book in the library?,0.98,The student didn't read the new history book in the library.,3009,,negation_pre
6031,231,1,NA,14,base,Were there plants on the balcony?,0.98,Anna watered the plants on the balcony.,3004,,negation_pre
6032,231,0,20,16,base,Was there a claim that the plumber fixed the leak before the inspection?,0.99,The landlord discussed the claim that the plumber fixed the leak before the inspection.,1205,,negation_pre
6033,231,1,NA,18,base,Was there an ancient statue?,0.99,Ben took pictures of the ancient statue.,3007,,negation_pre
6034,231,1,NA,20,negated,Was there a new schedule on the board?,0.04,The teacher didn't post the new schedule on the board.,3013,,negation_pre
6035,231,0,16,22,negated,Was there a claim that the author deleted a chapter from the final draft?,0.85,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,,negation_pre
6036,231,1,NA,24,base,Were there new books on the shelf?,0.99,The librarian organized the new books on the shelf.,3003,,negation_pre
6037,231,1,NA,74,negated,Was there a heavy suitcase?,0.97,Christine didn't buy the heavy suitcase.,3028,,negation_post
6038,231,0,18,76,base,Was there a claim that the delivery driver dropped the package on the street?,1,Ben discussed the claim that the delivery driver dropped the package on the street.,1185,,negation_post
6039,231,1,NA,78,base,Were there confidential folders in the archive?,0.99,The assistant labeled the confidential folders in the archive.,3022,,negation_post
6040,231,1,NA,80,negated,Was there a practice field for the team?,0.99,The coach didn't reserve the practice field for the team.,3027,,negation_post
6041,231,0,24,82,negated,Was there a claim that the committee rejected the proposal without review?,0.96,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_post
6042,231,1,NA,84,negated,Was there an old piano in the practice hall?,0.97,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
6043,231,1,NA,86,base,Was there silver jewelry in the display case?,0.96,Maria polished the silver jewelry in the display case.,3021,,negation_post
6044,231,0,3,88,negated,Was there a claim that the airline canceled the morning flight to Chicago?,0.98,David didn’t discuss the claim that the airline canceled the morning flight to Chicago.,1036,,negation_post
6045,231,1,NA,90,base,Was there a missing wallet under the table?,0.97,Frank found the missing wallet under the table.,3023,,negation_post
6046,231,1,NA,92,negated,Were there returned packages at the counter?,0.97,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
6047,231,0,21,94,base,Was there a claim that the chef burned the steak during the dinner service?,0.98,Chloe discussed the claim that the chef burned the steak during the dinner service.,1215,,negation_post
6048,231,1,NA,96,base,Were there important documents in the office?,0.99,The journalist reviewed the important documents in the office.,3017,,negation_post
6049,210,1,NA,2,negated,Were there fresh vegetables at the supermarket?,0.49,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
6050,210,0,21,4,negated,Was there a claim that the chef burned the steak during the dinner service?,0.99,Chloe didn’t discuss the claim that the chef burned the steak during the dinner service.,1216,,negation_pre
6051,210,1,NA,6,base,Was there a rare bird near the lake?,0.98,The hikers caught the rare bird near the lake.,3006,,negation_pre
6052,210,1,NA,8,base,Was there a new history book in the library?,0.98,The student read the new history book in the library.,3001,,negation_pre
6053,210,0,6,10,base,Was there a claim that the babysitter forgot to pick up the children after school?,0.99,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,,negation_pre
6054,210,1,NA,12,negated,Was there an ancient statue?,0.5,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
6055,210,1,NA,14,negated,Were there lecture slides online?,0.01,The professor didn't update the lecture slides online.,3016,,negation_pre
6056,210,0,12,16,negated,Was there a claim that the café overcharged the customer for coffee?,0.99,The manager didn’t discuss the claim that the café overcharged the customer for coffee.,1126,,negation_pre
6057,210,1,NA,18,base,Was there a new schedule on the board?,0.99,The teacher posted the new schedule on the board.,3005,,negation_pre
6058,210,1,NA,20,negated,Were there new books on the shelf?,1,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
6059,210,0,2,22,base,Was there a claim that the cat knocked over the vase?,0.98,Katie discussed the claim that the cat knocked over the vase.,1025,,negation_pre
6060,210,1,NA,24,base,Were there plants on the balcony?,0.98,Anna watered the plants on the balcony.,3004,,negation_pre
6061,210,1,NA,74,base,Were there confidential folders in the archive?,0.98,The assistant labeled the confidential folders in the archive.,3022,,negation_post
6062,210,0,24,76,negated,Was there a claim that the committee rejected the proposal without review?,0.97,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_post
6063,210,1,NA,78,base,Was there a practice field for the team?,0.97,The coach reserved the practice field for the team.,3019,,negation_post
6064,210,1,NA,80,base,Was there a heavy suitcase?,0.98,Christine bought the heavy suitcase.,3020,,negation_post
6065,210,0,8,82,base,Was there a claim that the bus driver skipped several stops during the morning route?,0.99,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,,negation_post
6066,210,1,NA,84,negated,Was there an old piano in the practice hall?,0.99,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
6067,210,1,NA,86,negated,Was there silver jewelry in the display case?,0.98,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
6068,210,0,7,88,base,Was there a claim that the scientist discovered an error in the final experiment?,0.98,Nora discussed the claim that the scientist discovered an error in the final experiment.,1075,,negation_post
6069,210,1,NA,90,negated,Were there returned packages at the counter?,0.5,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
6070,210,1,NA,92,base,Were there important documents in the office?,0.99,The journalist reviewed the important documents in the office.,3017,,negation_post
6071,210,0,1,94,negated,Was there a claim that the bakery shop would serve donuts tomorrow?,0.99,John didn’t discuss the claim that the bakery shop would serve donuts tomorrow.,1016,,negation_post
6072,210,1,NA,96,negated,Was there a missing wallet under the table?,0.01,Frank didn't find the missing wallet under the table.,3031,,negation_post
6073,129,1,NA,2,base,Were there lecture slides online?,1,The professor updated the lecture slides online.,3008,,negation_pre
6074,129,0,18,4,base,Was there a claim that the delivery driver dropped the package on the street?,0.95,Ben discussed the claim that the delivery driver dropped the package on the street.,1185,,negation_pre
6075,129,1,NA,6,base,Were there new books on the shelf?,0.96,The librarian organized the new books on the shelf.,3003,,negation_pre
6076,129,1,NA,8,negated,Were there fresh vegetables at the supermarket?,0.51,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
6077,129,0,6,10,base,Was there a claim that the babysitter forgot to pick up the children after school?,0.89,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,,negation_pre
6078,129,1,NA,12,negated,Were there plants on the balcony?,0.98,Anna didn't water the plants on the balcony.,3012,,negation_pre
6079,129,1,NA,14,negated,Was there a new schedule on the board?,0.04,The teacher didn't post the new schedule on the board.,3013,,negation_pre
6080,129,0,8,16,negated,Was there a claim that the bus driver skipped several stops during the morning route?,0.34,Liam didn’t discuss the claim that the bus driver skipped several stops during the morning route.,1086,,negation_pre
6081,129,1,NA,18,base,Was there an ancient statue?,1,Ben took pictures of the ancient statue.,3007,,negation_pre
6082,129,1,NA,20,base,Was there a new history book in the library?,1,The student read the new history book in the library.,3001,,negation_pre
6083,129,0,15,22,negated,Was there a claim that the photographer lost the camera during the trip?,0.37,Rachel didn’t discuss the claim that the photographer lost the camera during the trip.,1156,,negation_pre
6084,129,1,NA,24,negated,Was there a rare bird near the lake?,0.21,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
6085,129,1,NA,74,negated,Were there returned packages at the counter?,0.92,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
6086,129,0,3,76,base,Was there a claim that the airline canceled the morning flight to Chicago?,0.95,David discussed the claim that the airline canceled the morning flight to Chicago.,1035,,negation_post
6087,129,1,NA,78,base,Was there a heavy suitcase?,0.99,Christine bought the heavy suitcase.,3020,,negation_post
6088,129,1,NA,80,base,Was there silver jewelry in the display case?,1,Maria polished the silver jewelry in the display case.,3021,,negation_post
6089,129,0,1,82,negated,Was there a claim that the bakery shop would serve donuts tomorrow?,0.57,John didn’t discuss the claim that the bakery shop would serve donuts tomorrow.,1016,,negation_post
6090,129,1,NA,84,negated,Was there a missing wallet under the table?,0.13,Frank didn't find the missing wallet under the table.,3031,,negation_post
6091,129,1,NA,86,negated,Was there a practice field for the team?,0.32,The coach didn't reserve the practice field for the team.,3027,,negation_post
6092,129,0,24,88,base,Was there a claim that the committee rejected the proposal without review?,0.94,Jason discussed the claim that the committee rejected the proposal without review.,1245,,negation_post
6093,129,1,NA,90,base,Were there confidential folders in the archive?,1,The assistant labeled the confidential folders in the archive.,3022,,negation_post
6094,129,1,NA,92,negated,Was there an old piano in the practice hall?,1,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
6095,129,0,10,94,negated,Was there a claim that the museum restored the painting?,0.59,The curator didn’t discuss the claim that the museum restored the painting.,1106,,negation_post
6096,129,1,NA,96,base,Were there important documents in the office?,1,The journalist reviewed the important documents in the office.,3017,,negation_post
6097,215,1,NA,2,base,Were there plants on the balcony?,1,Anna watered the plants on the balcony.,3004,,negation_pre
6098,215,0,23,4,base,Was there a claim that the lawyer filed the report too late?,1,Hannah discussed the claim that the lawyer filed the report too late.,1235,,negation_pre
6099,215,1,NA,6,negated,Was there an ancient statue?,1,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
6100,215,1,NA,8,base,Was there a rare bird near the lake?,1,The hikers caught the rare bird near the lake.,3006,,negation_pre
6101,215,0,14,10,negated,Was there a claim that the chef added too much salt to the soup by mistake?,0.99,Kevin didn’t discuss the claim that the chef added too much salt to the soup by mistake.,1146,,negation_pre
6102,215,1,NA,12,base,Was there a new schedule on the board?,1,The teacher posted the new schedule on the board.,3005,,negation_pre
6103,215,1,NA,14,negated,Was there a new history book in the library?,0.98,The student didn't read the new history book in the library.,3009,,negation_pre
6104,215,0,12,16,base,Was there a claim that the café overcharged the customer for coffee?,1,The manager discussed the claim that the café overcharged the customer for coffee.,1125,,negation_pre
6105,215,1,NA,18,negated,Were there fresh vegetables at the supermarket?,0.49,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
6106,215,1,NA,20,negated,Were there lecture slides online?,0.79,The professor didn't update the lecture slides online.,3016,,negation_pre
6107,215,0,6,22,negated,Was there a claim that the babysitter forgot to pick up the children after school?,1,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
6108,215,1,NA,24,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
6109,215,1,NA,74,negated,Were there important documents in the office?,1,The journalist didn't review the important documents in the office.,3025,,negation_post
6110,215,0,9,76,negated,Was there a claim that the nurse gave the wrong medication to a patient?,1,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,,negation_post
6111,215,1,NA,78,negated,Was there a missing wallet under the table?,0.12,Frank didn't find the missing wallet under the table.,3031,,negation_post
6112,215,1,NA,80,negated,Were there confidential folders in the archive?,0.98,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
6113,215,0,19,82,base,Was there a claim that the company released the new software ahead of schedule?,0.97,Megan discussed the claim that the company released the new software ahead of schedule.,1195,,negation_post
6114,215,1,NA,84,base,Was there a heavy suitcase?,1,Christine bought the heavy suitcase.,3020,,negation_post
6115,215,1,NA,86,base,Was there an old piano in the practice hall?,0.97,The musician tuned the old piano in the practice hall.,3018,,negation_post
6116,215,0,24,88,base,Was there a claim that the committee rejected the proposal without review?,1,Jason discussed the claim that the committee rejected the proposal without review.,1245,,negation_post
6117,215,1,NA,90,base,Were there returned packages at the counter?,1,The clerk sorted the returned packages at the counter.,3024,,negation_post
6118,215,1,NA,92,base,Was there silver jewelry in the display case?,0.92,Maria polished the silver jewelry in the display case.,3021,,negation_post
6119,215,0,11,94,negated,Was there a claim that the gardener planted flowers near the fence?,0.95,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,,negation_post
6120,215,1,NA,96,negated,Was there a practice field for the team?,1,The coach didn't reserve the practice field for the team.,3027,,negation_post
6121,111,1,NA,2,base,Were there plants on the balcony?,0.99,Anna watered the plants on the balcony.,3004,,negation_pre
6122,111,0,9,4,negated,Was there a claim that the nurse gave the wrong medication to a patient?,0.98,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,,negation_pre
6123,111,1,NA,6,negated,Were there fresh vegetables at the supermarket?,0.97,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
6124,111,1,NA,8,negated,Were there new books on the shelf?,0.98,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
6125,111,0,1,10,base,Was there a claim that the bakery shop would serve donuts tomorrow?,0.78,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,,negation_pre
6126,111,1,NA,12,base,Was there an ancient statue?,0.98,Ben took pictures of the ancient statue.,3007,,negation_pre
6127,111,1,NA,14,negated,Was there a new history book in the library?,0.92,The student didn't read the new history book in the library.,3009,,negation_pre
6128,111,0,6,16,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.98,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
6129,111,1,NA,18,negated,Was there a rare bird near the lake?,0.98,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
6130,111,1,NA,20,base,Were there lecture slides online?,0.98,The professor updated the lecture slides online.,3008,,negation_pre
6131,111,0,8,22,base,Was there a claim that the bus driver skipped several stops during the morning route?,0.93,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,,negation_pre
6132,111,1,NA,24,base,Was there a new schedule on the board?,0.94,The teacher posted the new schedule on the board.,3005,,negation_pre
6133,111,1,NA,74,base,Was there a practice field for the team?,0.98,The coach reserved the practice field for the team.,3019,,negation_post
6134,111,0,18,76,negated,Was there a claim that the delivery driver dropped the package on the street?,0.54,Ben didn’t discuss the claim that the delivery driver dropped the package on the street.,1186,,negation_post
6135,111,1,NA,78,negated,Was there silver jewelry in the display case?,0.97,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
6136,111,1,NA,80,base,Was there a heavy suitcase?,0.97,Christine bought the heavy suitcase.,3020,,negation_post
6137,111,0,23,82,base,Was there a claim that the lawyer filed the report too late?,0.98,Hannah discussed the claim that the lawyer filed the report too late.,1235,,negation_post
6138,111,1,NA,84,base,Were there confidential folders in the archive?,0.98,The assistant labeled the confidential folders in the archive.,3022,,negation_post
6139,111,1,NA,86,negated,Were there important documents in the office?,0.99,The journalist didn't review the important documents in the office.,3025,,negation_post
6140,111,0,12,88,negated,Was there a claim that the café overcharged the customer for coffee?,0.98,The manager didn’t discuss the claim that the café overcharged the customer for coffee.,1126,,negation_post
6141,111,1,NA,90,negated,Was there a missing wallet under the table?,0.99,Frank didn't find the missing wallet under the table.,3031,,negation_post
6142,111,1,NA,92,base,Were there returned packages at the counter?,0.98,The clerk sorted the returned packages at the counter.,3024,,negation_post
6143,111,0,4,94,base,Was there a claim that the mechanic fixed the car after the accident?,0.97,Michael discussed the claim that the mechanic fixed the car after the accident.,1045,,negation_post
6144,111,1,NA,96,negated,Was there an old piano in the practice hall?,0.98,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
6145,237,1,NA,2,negated,Was there a new history book in the library?,0.51,The student didn't read the new history book in the library.,3009,,negation_pre
6146,237,0,24,4,base,Was there a claim that the committee rejected the proposal without review?,0.97,Jason discussed the claim that the committee rejected the proposal without review.,1245,,negation_pre
6147,237,1,NA,6,negated,Was there an ancient statue?,0.99,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
6148,237,1,NA,8,negated,Were there fresh vegetables at the supermarket?,0.49,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
6149,237,0,7,10,negated,Was there a claim that the scientist discovered an error in the final experiment?,1,Nora didn’t discuss the claim that the scientist discovered an error in the final experiment.,1076,,negation_pre
6150,237,1,NA,12,base,Was there a rare bird near the lake?,0.98,The hikers caught the rare bird near the lake.,3006,,negation_pre
6151,237,1,NA,14,base,Was there a new schedule on the board?,0.99,The teacher posted the new schedule on the board.,3005,,negation_pre
6152,237,0,18,16,base,Was there a claim that the delivery driver dropped the package on the street?,0.98,Ben discussed the claim that the delivery driver dropped the package on the street.,1185,,negation_pre
6153,237,1,NA,18,negated,Were there plants on the balcony?,1,Anna didn't water the plants on the balcony.,3012,,negation_pre
6154,237,1,NA,20,base,Were there lecture slides online?,0.97,The professor updated the lecture slides online.,3008,,negation_pre
6155,237,0,5,22,negated,Was there a claim that the neighbor played loud music after midnight?,0.97,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,,negation_pre
6156,237,1,NA,24,base,Were there new books on the shelf?,0.98,The librarian organized the new books on the shelf.,3003,,negation_pre
6157,237,1,NA,74,negated,Was there a missing wallet under the table?,0.01,Frank didn't find the missing wallet under the table.,3031,,negation_post
6158,237,0,11,76,base,Was there a claim that the gardener planted flowers near the fence?,0.97,Amy discussed the claim that the gardener planted flowers near the fence.,1115,,negation_post
6159,237,1,NA,78,base,Were there returned packages at the counter?,0.98,The clerk sorted the returned packages at the counter.,3024,,negation_post
6160,237,1,NA,80,base,Was there a heavy suitcase?,0.98,Christine bought the heavy suitcase.,3020,,negation_post
6161,237,0,13,82,base,Was there a claim that the reporter misquoted the politician in the article?,0.98,Laura discussed the claim that the reporter misquoted the politician in the article.,1135,,negation_post
6162,237,1,NA,84,negated,Were there important documents in the office?,0.99,The journalist didn't review the important documents in the office.,3025,,negation_post
6163,237,1,NA,86,base,Was there an old piano in the practice hall?,0.98,The musician tuned the old piano in the practice hall.,3018,,negation_post
6164,237,0,23,88,negated,Was there a claim that the lawyer filed the report too late?,0.98,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,,negation_post
6165,237,1,NA,90,negated,Was there silver jewelry in the display case?,0.98,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
6166,237,1,NA,92,negated,Was there a practice field for the team?,0.02,The coach didn't reserve the practice field for the team.,3027,,negation_post
6167,237,0,10,94,negated,Was there a claim that the museum restored the painting?,0.97,The curator didn’t discuss the claim that the museum restored the painting.,1106,,negation_post
6168,237,1,NA,96,base,Were there confidential folders in the archive?,0.98,The assistant labeled the confidential folders in the archive.,3022,,negation_post
6169,183,1,NA,2,base,Was there an ancient statue?,0.98,Ben took pictures of the ancient statue.,3007,,negation_pre
6170,183,0,16,4,base,Was there a claim that the author deleted a chapter from the final draft?,0.98,Thomas discussed the claim that the author deleted a chapter from the final draft.,1165,,negation_pre
6171,183,1,NA,6,negated,Were there plants on the balcony?,0.99,Anna didn't water the plants on the balcony.,3012,,negation_pre
6172,183,1,NA,8,negated,Were there fresh vegetables at the supermarket?,0.99,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
6173,183,0,23,10,base,Was there a claim that the lawyer filed the report too late?,0.98,Hannah discussed the claim that the lawyer filed the report too late.,1235,,negation_pre
6174,183,1,NA,12,negated,Was there a new schedule on the board?,0.98,The teacher didn't post the new schedule on the board.,3013,,negation_pre
6175,183,1,NA,14,base,Was there a rare bird near the lake?,0.98,The hikers caught the rare bird near the lake.,3006,,negation_pre
6176,183,0,24,16,negated,Was there a claim that the committee rejected the proposal without review?,0.99,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_pre
6177,183,1,NA,18,negated,Were there lecture slides online?,0.99,The professor didn't update the lecture slides online.,3016,,negation_pre
6178,183,1,NA,20,base,Was there a new history book in the library?,0.99,The student read the new history book in the library.,3001,,negation_pre
6179,183,0,11,22,negated,Was there a claim that the gardener planted flowers near the fence?,0.97,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,,negation_pre
6180,183,1,NA,24,base,Were there new books on the shelf?,0.98,The librarian organized the new books on the shelf.,3003,,negation_pre
6181,183,1,NA,74,negated,Were there important documents in the office?,0.98,The journalist didn't review the important documents in the office.,3025,,negation_post
6182,183,0,5,76,base,Was there a claim that the neighbor played loud music after midnight?,0.98,Emma discussed the claim that the neighbor played loud music after midnight.,1055,,negation_post
6183,183,1,NA,78,base,Was there a missing wallet under the table?,0.98,Frank found the missing wallet under the table.,3023,,negation_post
6184,183,1,NA,80,negated,Was there an old piano in the practice hall?,0.97,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
6185,183,0,17,82,base,Was there a claim that the secretary sent the report to the wrong department?,0.97,Olivia discussed the claim that the secretary sent the report to the wrong department.,1175,,negation_post
6186,183,1,NA,84,base,Was there a heavy suitcase?,0.99,Christine bought the heavy suitcase.,3020,,negation_post
6187,183,1,NA,86,base,Were there confidential folders in the archive?,0.99,The assistant labeled the confidential folders in the archive.,3022,,negation_post
6188,183,0,1,88,negated,Was there a claim that the bakery shop would serve donuts tomorrow?,0.99,John didn’t discuss the claim that the bakery shop would serve donuts tomorrow.,1016,,negation_post
6189,183,1,NA,90,negated,Were there returned packages at the counter?,0.98,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
6190,183,1,NA,92,base,Was there silver jewelry in the display case?,0.99,Maria polished the silver jewelry in the display case.,3021,,negation_post
6191,183,0,3,94,negated,Was there a claim that the airline canceled the morning flight to Chicago?,1,David didn’t discuss the claim that the airline canceled the morning flight to Chicago.,1036,,negation_post
6192,183,1,NA,96,negated,Was there a practice field for the team?,0.98,The coach didn't reserve the practice field for the team.,3027,,negation_post
6193,101,1,NA,2,negated,Were there lecture slides online?,1,The professor didn't update the lecture slides online.,3016,,negation_pre
6194,101,0,8,4,negated,Was there a claim that the bus driver skipped several stops during the morning route?,1,Liam didn’t discuss the claim that the bus driver skipped several stops during the morning route.,1086,,negation_pre
6195,101,1,NA,6,base,Were there plants on the balcony?,1,Anna watered the plants on the balcony.,3004,,negation_pre
6196,101,1,NA,8,negated,Was there a new schedule on the board?,0,The teacher didn't post the new schedule on the board.,3013,,negation_pre
6197,101,0,3,10,base,Was there a claim that the airline canceled the morning flight to Chicago?,1,David discussed the claim that the airline canceled the morning flight to Chicago.,1035,,negation_pre
6198,101,1,NA,12,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
6199,101,1,NA,14,negated,Was there an ancient statue?,1,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
6200,101,0,14,16,base,Was there a claim that the chef added too much salt to the soup by mistake?,1,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,,negation_pre
6201,101,1,NA,18,negated,Was there a rare bird near the lake?,0.51,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
6202,101,1,NA,20,base,Were there fresh vegetables at the supermarket?,1,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
6203,101,0,9,22,negated,Was there a claim that the nurse gave the wrong medication to a patient?,1,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,,negation_pre
6204,101,1,NA,24,base,Was there a new history book in the library?,1,The student read the new history book in the library.,3001,,negation_pre
6205,101,1,NA,74,base,Was there a practice field for the team?,1,The coach reserved the practice field for the team.,3019,,negation_post
6206,101,0,22,76,negated,Was there a claim that the scientist developed a vaccine in the new lab?,1,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,,negation_post
6207,101,1,NA,78,negated,Was there silver jewelry in the display case?,1,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
6208,101,1,NA,80,negated,Were there returned packages at the counter?,1,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
6209,101,0,6,82,negated,Was there a claim that the babysitter forgot to pick up the children after school?,1,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_post
6210,101,1,NA,84,base,Was there an old piano in the practice hall?,1,The musician tuned the old piano in the practice hall.,3018,,negation_post
6211,101,1,NA,86,negated,Was there a heavy suitcase?,1,Christine didn't buy the heavy suitcase.,3028,,negation_post
